dataset,model,seed,window,mae_mean,mase_mean,train_time_sec,peak_gpu_mb
Traffic,SeasonalNaive,N/A,1,0.007305500000000001,0.5339241450247708,201.1156246669998,0.082432
Traffic,AutoARIMA,N/A,1,0.00825806476624752,0.5876482398320185,201.1156246669998,0.082432
Traffic,LightGBM,42,1,0.0072973786496178,0.5372297603952927,0.5686072079988662,0.082432
Traffic,PatchTST,42,1,0.008576958230692428,0.644721804269111,78.62620601136322,0.091136
Traffic,NBEATS,42,1,0.006677098514235734,0.4958537877378829,78.62620601136322,0.091136
Traffic,TiDE,42,1,0.00673651562876495,0.49917367543871904,78.62620601136322,0.091136
Traffic,DeepAR,42,1,0.023251366005766667,1.8059194340657265,78.62620601136322,0.091136
Traffic,DeepAR-median,42,1,0.023317305866150072,1.809923522577483,78.62620601136322,0.091136
Traffic,DeepAR-lo-90,42,1,0.02692776239546838,2.0758070049138735,78.62620601136322,0.091136
Traffic,DeepAR-lo-80,42,1,0.025298770504048086,1.9622419073630122,78.62620601136322,0.091136
Traffic,DeepAR-hi-80,42,1,0.024366491713472018,1.863743939265036,78.62620601136322,0.091136
Traffic,DeepAR-hi-90,42,1,0.02544309355709702,1.934409587837888,78.62620601136322,0.091136
Traffic,DLinear,42,1,0.006549506980276124,0.48799018727812415,78.62620601136322,0.091136
Traffic,TimesNet,42,1,0.007028355741068487,0.5253779725519478,78.62620601136322,0.091136
Traffic,LightGBM,123,1,0.0072973786496178,0.5372297603952927,0.7635700840037316,0.091136
Traffic,PatchTST,123,1,0.006704250077365354,0.4945929638705316,79.73292361363632,0.09984
Traffic,NBEATS,123,1,0.006873908802347336,0.5075303818309502,79.73292361363632,0.09984
Traffic,TiDE,123,1,0.006621488320795198,0.4956806057614541,79.73292361363632,0.09984
Traffic,DeepAR,123,1,0.022359211585206595,1.742442145332557,79.73292361363632,0.09984
Traffic,DeepAR-median,123,1,0.02238270681968343,1.7428576000422675,79.73292361363632,0.09984
Traffic,DeepAR-lo-90,123,1,0.029502802802501865,2.2525919563976884,79.73292361363632,0.09984
Traffic,DeepAR-lo-80,123,1,0.026810382455988803,2.0585435913173837,79.73292361363632,0.09984
Traffic,DeepAR-hi-80,123,1,0.021844250357073033,1.6811114470221893,79.73292361363632,0.09984
Traffic,DeepAR-hi-90,123,1,0.02255716183670781,1.7196049478184612,79.73292361363632,0.09984
Traffic,DLinear,123,1,0.0066720093630132414,0.48935195243052154,79.73292361363632,0.09984
Traffic,TimesNet,123,1,0.009403887860621093,0.6990845540208896,79.73292361363632,0.09984
Traffic,LightGBM,456,1,0.0072973786496178,0.5372297603952927,0.7960347080079373,0.09984
Traffic,PatchTST,456,1,0.007869453378946985,0.5949794799528676,76.80151606063538,0.017408
Traffic,NBEATS,456,1,0.0066877134659228225,0.4913186809852522,76.80151606063538,0.017408
Traffic,TiDE,456,1,0.006763214818127143,0.5023549156360402,76.80151606063538,0.017408
Traffic,DeepAR,456,1,0.020554765533903768,1.5894635725743178,76.80151606063538,0.017408
Traffic,DeepAR-median,456,1,0.020628188593050965,1.594269310896217,76.80151606063538,0.017408
Traffic,DeepAR-lo-90,456,1,0.0247469447073404,1.911123438808536,76.80151606063538,0.017408
Traffic,DeepAR-lo-80,456,1,0.02282175746359414,1.7722828785937346,76.80151606063538,0.017408
Traffic,DeepAR-hi-80,456,1,0.021631994877736708,1.6304122193040742,76.80151606063538,0.017408
Traffic,DeepAR-hi-90,456,1,0.022842028605092005,1.6967757729247706,76.80151606063538,0.017408
Traffic,DLinear,456,1,0.006515989982027173,0.4831888300814905,76.80151606063538,0.017408
Traffic,TimesNet,456,1,0.007129560902817562,0.5230878069933718,76.80151606063538,0.017408
Traffic,SeasonalNaive,N/A,2,0.014892166666666665,1.151104500986249,257.57374983350746,0.017408
Traffic,AutoARIMA,N/A,2,0.015153150026936877,1.158930147006315,257.57374983350746,0.017408
Traffic,LightGBM,42,2,0.010128195331570819,0.7734739853666089,0.5367958749993704,0.017408
Traffic,PatchTST,42,2,0.0108542100128949,0.8320372909413848,79.85969870081912,0.026112
Traffic,NBEATS,42,2,0.010428591559161822,0.7971015818047094,79.85969870081912,0.026112
Traffic,TiDE,42,2,0.010551613042719975,0.7967176863927805,79.85969870081912,0.026112
Traffic,DeepAR,42,2,0.023515354521785867,1.8925486307785044,79.85969870081912,0.026112
Traffic,DeepAR-median,42,2,0.02358526077099259,1.8972039173308652,79.85969870081912,0.026112
Traffic,DeepAR-lo-90,42,2,0.02626509577592873,2.069595837030537,79.85969870081912,0.026112
Traffic,DeepAR-lo-80,42,2,0.02485838010830366,1.9776888303273032,79.85969870081912,0.026112
Traffic,DeepAR-hi-80,42,2,0.025633281441240264,2.042647848019722,79.85969870081912,0.026112
Traffic,DeepAR-hi-90,42,2,0.02728899756838692,2.1617450069919344,79.85969870081912,0.026112
Traffic,DLinear,42,2,0.010471694714789124,0.7917550551725507,79.85969870081912,0.026112
Traffic,TimesNet,42,2,0.011270332637678676,0.8541194960579648,79.85969870081912,0.026112
Traffic,LightGBM,123,2,0.010128195331570819,0.7734739853666089,0.8429498749901541,0.026112
Traffic,PatchTST,123,2,0.010486008363236208,0.7967669649780957,76.57276691291058,0.034816
Traffic,NBEATS,123,2,0.010758835464978512,0.8134927913195901,76.57276691291058,0.034816
Traffic,TiDE,123,2,0.010271163683601965,0.7792839973393495,76.57276691291058,0.034816
Traffic,DeepAR,123,2,0.022806553391039368,1.8305508769918684,76.57276691291058,0.034816
Traffic,DeepAR-median,123,2,0.022840175147753463,1.8310131450507239,76.57276691291058,0.034816
Traffic,DeepAR-lo-90,123,2,0.029476304904363503,2.2891101851411055,76.57276691291058,0.034816
Traffic,DeepAR-lo-80,123,2,0.026778388283965716,2.099811695547709,76.57276691291058,0.034816
Traffic,DeepAR-hi-80,123,2,0.0219418711105777,1.7651782197489974,76.57276691291058,0.034816
Traffic,DeepAR-hi-90,123,2,0.02261922592857053,1.8070231305386353,76.57276691291058,0.034816
Traffic,DLinear,123,2,0.010332780879729274,0.7826721408422409,76.57276691291058,0.034816
Traffic,TimesNet,123,2,0.011663201225262449,0.8931655290488344,76.57276691291058,0.034816
