dataset,model,seed,window,mae_mean,mase_mean,train_time_sec,peak_gpu_mb
Traffic,LightGBM,456,2,0.010128195331570819,0.7734739853666089,0.7412110420118552,0.034816
Traffic,PatchTST,456,2,0.010780511008917353,0.8201741430389162,78.27784923863577,0.044032
Traffic,NBEATS,456,2,0.010600883662304841,0.8008734583296169,78.27784923863577,0.044032
Traffic,TiDE,456,2,0.010341164240395028,0.7791736497371705,78.27784923863577,0.044032
Traffic,DeepAR,456,2,0.019086244860936116,1.520215068409051,78.27784923863577,0.044032
Traffic,DeepAR-median,456,2,0.019163649741204842,1.526061325714766,78.27784923863577,0.044032
Traffic,DeepAR-lo-90,456,2,0.0221089077477829,1.7487898910405146,78.27784923863577,0.044032
Traffic,DeepAR-lo-80,456,2,0.02055819163506444,1.6379527523016675,78.27784923863577,0.044032
Traffic,DeepAR-hi-80,456,2,0.021725516282476178,1.6983665249084847,78.27784923863577,0.044032
Traffic,DeepAR-hi-90,456,2,0.023851878359423328,1.8581165341070667,78.27784923863577,0.044032
Traffic,DLinear,456,2,0.010601994455913392,0.7948541953242046,78.27784923863577,0.044032
Traffic,TimesNet,456,2,0.012051489926967694,0.9180514043270128,78.27784923863577,0.044032
