dataset,model,seed,window,mae_mean,mase_mean,train_time_sec,peak_gpu_mb
M4,SeasonalNaive,N/A,1,629.887962461317,1.2687657569187905,32.8509832915006,0.0
M4,AutoARIMA,N/A,1,541.9447723035009,1.0192048118154862,32.8509832915006,0.0
M4,LightGBM,42,1,533.0626151584786,1.106843669607105,0.5353046249947511,0.0
M4,PatchTST,42,1,605.9068934623609,1.1338113623156238,31.07563224999996,0.01024
M4,NBEATS,42,1,508.88394552281403,0.9726699729418348,31.07563224999996,0.01024
M4,TiDE,42,1,715.6494947778075,1.3189806779039641,31.07563224999996,0.01024
M4,DeepAR,42,1,790.8933390964547,1.498536206187786,31.07563224999996,0.01024
M4,DeepAR-median,42,1,791.518453156076,1.499898018288184,31.07563224999996,0.01024
M4,DeepAR-lo-90,42,1,978.480980563076,2.1273116630803526,31.07563224999996,0.01024
M4,DeepAR-lo-80,42,1,829.4145303717123,1.8366309650064736,31.07563224999996,0.01024
M4,DeepAR-hi-80,42,1,1105.9041938700066,1.7446349938599606,31.07563224999996,0.01024
M4,DeepAR-hi-90,42,1,1293.2206674125277,1.9733908008366183,31.07563224999996,0.01024
M4,DLinear,42,1,810.5285064275243,1.4609951772227425,31.07563224999996,0.01024
M4,TimesNet,42,1,551.754416659655,1.0081716905355032,31.07563224999996,0.01024
M4,LightGBM,123,1,533.0626151584786,1.106843669607105,1.8933542919985484,0.01024
M4,PatchTST,123,1,615.031956822501,1.1412433724528641,32.62305372345409,0.020736
M4,NBEATS,123,1,518.0512763517906,0.980226837284015,32.62305372345409,0.020736
M4,TiDE,123,1,687.7416969721716,1.2826446946444836,32.62305372345409,0.020736
M4,DeepAR,123,1,801.3082553931966,1.504701399268123,32.62305372345409,0.020736
M4,DeepAR-median,123,1,800.766732435284,1.5056386817776448,32.62305372345409,0.020736
M4,DeepAR-lo-90,123,1,871.1178315151568,1.9232139101794319,32.62305372345409,0.020736
M4,DeepAR-lo-80,123,1,792.8727254018283,1.7304213500505712,32.62305372345409,0.020736
M4,DeepAR-hi-80,123,1,1041.6296806270282,1.680544246152094,32.62305372345409,0.020736
M4,DeepAR-hi-90,123,1,1181.2902933547266,1.84134668990089,32.62305372345409,0.020736
M4,DLinear,123,1,756.9283904702912,1.3691052962563852,32.62305372345409,0.020736
M4,TimesNet,123,1,557.8522774926107,1.0198943145902466,32.62305372345409,0.020736
M4,LightGBM,456,1,533.0626151584786,1.106843669607105,0.6003418750187848,0.020736
M4,PatchTST,456,1,589.2265613488271,1.1190123238020138,33.72190629927156,0.031488
M4,NBEATS,456,1,518.6695038687915,0.9687459953371802,33.72190629927156,0.031488
M4,TiDE,456,1,713.4839219232116,1.297611863850158,33.72190629927156,0.031488
M4,DeepAR,456,1,800.0564781198765,1.5093598487747582,33.72190629927156,0.031488
M4,DeepAR-median,456,1,801.9670644626605,1.5110892293574325,33.72190629927156,0.031488
M4,DeepAR-lo-90,456,1,903.4875857715525,1.9937137086443686,33.72190629927156,0.031488
M4,DeepAR-lo-80,456,1,806.5779056450962,1.7684087415019585,33.72190629927156,0.031488
M4,DeepAR-hi-80,456,1,1065.739280177475,1.7105955471733232,33.72190629927156,0.031488
M4,DeepAR-hi-90,456,1,1219.965288640939,1.8940881337468645,33.72190629927156,0.031488
M4,DLinear,456,1,789.1884591362549,1.4172148489586165,33.72190629927156,0.031488
M4,TimesNet,456,1,554.0908530172139,0.9932287749829426,33.72190629927156,0.031488
M4,SeasonalNaive,N/A,2,672.6899083366301,1.3222666708136424,48.159453916494385,0.031488
M4,AutoARIMA,N/A,2,550.2145287289617,1.0172909721455958,48.159453916494385,0.031488
M4,LightGBM,42,2,588.500408321054,1.1267000558173932,0.6807638749887701,0.031488
M4,PatchTST,42,2,578.3286224483937,1.093237009664305,31.949557833362963,0.01024
M4,NBEATS,42,2,531.6555553529323,0.9817857050001257,31.949557833362963,0.01024
M4,TiDE,42,2,680.972742286866,1.3315870470792142,31.949557833362963,0.01024
M4,DeepAR,42,2,746.4722389190807,1.526912019481879,31.949557833362963,0.01024
M4,DeepAR-median,42,2,746.8801706667277,1.5288387168835,31.949557833362963,0.01024
M4,DeepAR-lo-90,42,2,923.2817221331585,2.008538521060099,31.949557833362963,0.01024
M4,DeepAR-lo-80,42,2,822.4655258594183,1.804256893519234,31.949557833362963,0.01024
M4,DeepAR-hi-80,42,2,895.8882738884664,1.6504472312480547,31.949557833362963,0.01024
M4,DeepAR-hi-90,42,2,1008.034648158918,1.7963123002879144,31.949557833362963,0.01024
M4,DLinear,42,2,739.687010153307,1.4602365545602027,31.949557833362963,0.01024
M4,TimesNet,42,2,543.2492567666536,1.0051386487896738,31.949557833362963,0.01024
