dataset,model,seed,window,mae_mean,mase_mean,train_time_sec,peak_gpu_mb
M4,LightGBM,123,2,588.500408321054,1.1267000558173932,0.6205632089986466,0.01024
M4,PatchTST,123,2,577.9310351336992,1.0788578471090569,30.643663625000045,0.020736
M4,NBEATS,123,2,535.9917945386143,0.9847617017096165,30.643663625000045,0.020736
M4,TiDE,123,2,665.8166274800617,1.2951985653805613,30.643663625000045,0.020736
M4,DeepAR,123,2,749.2806766617726,1.5249080183174433,30.643663625000045,0.020736
M4,DeepAR-median,123,2,749.5697858400096,1.525118558645801,30.643663625000045,0.020736
M4,DeepAR-lo-90,123,2,906.4763031530749,1.988461663361037,30.643663625000045,0.020736
M4,DeepAR-lo-80,123,2,819.0582431248596,1.7965723920394647,30.643663625000045,0.020736
M4,DeepAR-hi-80,123,2,891.5157977021186,1.6390366646958314,30.643663625000045,0.020736
M4,DeepAR-hi-90,123,2,994.1644465888139,1.7758275031588238,30.643663625000045,0.020736
M4,DLinear,123,2,694.0918805870959,1.36856719208807,30.643663625000045,0.020736
M4,TimesNet,123,2,565.0535544882265,1.0258159543213594,30.643663625000045,0.020736
M4,LightGBM,456,2,588.500408321054,1.1267000558173932,0.613229084003251,0.020736
M4,PatchTST,456,2,581.5014844405598,1.0953397421275621,32.84875161745268,0.031488
M4,NBEATS,456,2,537.2820847094583,0.9861171611191808,32.84875161745268,0.031488
M4,TiDE,456,2,680.7804130683492,1.3122663915885686,32.84875161745268,0.031488
M4,DeepAR,456,2,749.2602673739589,1.5216138170668605,32.84875161745268,0.031488
M4,DeepAR-median,456,2,749.385900569414,1.521052626916196,32.84875161745268,0.031488
M4,DeepAR-lo-90,456,2,936.5352263229645,2.0452118205903194,32.84875161745268,0.031488
M4,DeepAR-lo-80,456,2,830.8593232945528,1.8222292292734374,32.84875161745268,0.031488
M4,DeepAR-hi-80,456,2,919.0091447730905,1.6707604081481577,32.84875161745268,0.031488
M4,DeepAR-hi-90,456,2,1043.6406830541628,1.8420528394812672,32.84875161745268,0.031488
M4,DLinear,456,2,710.4997114115088,1.4131092805685364,32.84875161745268,0.031488
M4,TimesNet,456,2,561.7811869826049,1.009099715981651,32.84875161745268,0.031488
