dataset,model,seed,window,mae_mean,mase_mean,train_time_sec,peak_gpu_mb
M4,AutoARIMA,N/A,1,516.6022561405753,0.8691235804023668,63.03516912498162,0.0
M4,AutoARIMA,N/A,2,509.7324485784082,0.856842195511095,61.251033209002344,0.0
