dataset,model,seed,window,mae_mean,mase_mean,train_time_sec,peak_gpu_mb
M5,LightGBM,42,1,1.1271988269592879,1.998114603572693,0.5632495419995394,0.0
M5,LightGBM,123,1,1.1271988269592879,1.998114603572693,0.5591192500141915,0.0
M5,LightGBM,456,1,1.1271988269592879,1.998114603572693,0.49134274999960326,0.0
M5,LightGBM,42,2,1.1420058887667948,2.217133868253118,0.47619020799174905,0.0
M5,LightGBM,123,2,1.1420058887667948,2.217133868253118,0.49155024997889996,0.0
M5,LightGBM,456,2,1.1420058887667948,2.217133868253118,0.5600775000057183,0.0
