dataset,model,seed,window,mae_mean,mase_mean,train_time_sec,peak_gpu_mb
M4,SeasonalNaive,N/A,1,588.9287925633262,1.1040407694761334,5.878214374999516,0.0
M4,SeasonalNaive,N/A,2,605.5839838914818,1.1417897342034389,5.7645818749733735,0.0
